proposicao_id,descricao
2422597,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422598,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422599,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422600,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422601,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422602,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422608,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422611,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422613,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422617,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422622,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422631,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422633,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422634,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422635,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422636,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2422637,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2423104,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 5.230, de 2023, adotada pelo relator da Comissão de Educação, ressalvados os destaques."
2403429,Rejeitada a Emenda de Plenario nº 84.
2403430,Rejeitada a Emenda de Plenario nº 84.
2403431,Rejeitada a Emenda de Plenario nº 84.
2404926,Rejeitada a Emenda de Plenario nº 84.
2405681,Rejeitada a Emenda de Plenario nº 84.
2405951,Rejeitada a Emenda de Plenario nº 84.
2405952,Rejeitada a Emenda de Plenario nº 84.
2405955,Rejeitada a Emenda de Plenario nº 84.
2405956,Rejeitada a Emenda de Plenario nº 84.
2405957,Rejeitada a Emenda de Plenario nº 84.
2405958,Rejeitada a Emenda de Plenario nº 84.
2405959,Rejeitada a Emenda de Plenario nº 84.
2405960,Rejeitada a Emenda de Plenario nº 84.
2406268,Rejeitada a Emenda de Plenario nº 84.
2406622,Rejeitada a Emenda de Plenario nº 84.
2406623,Rejeitada a Emenda de Plenario nº 84.
2406624,Rejeitada a Emenda de Plenario nº 84.
2406625,Rejeitada a Emenda de Plenario nº 84.
2406626,Rejeitada a Emenda de Plenario nº 84.
2406868,Rejeitada a Emenda de Plenario nº 84.
2406869,Rejeitada a Emenda de Plenario nº 84.
2406893,Rejeitada a Emenda de Plenario nº 84.
2406921,Rejeitada a Emenda de Plenario nº 84.
2406922,Rejeitada a Emenda de Plenario nº 84.
2406923,Rejeitada a Emenda de Plenario nº 84.
2407127,Rejeitada a Emenda de Plenario nº 84.
2407131,Rejeitada a Emenda de Plenario nº 84.
2407134,Rejeitada a Emenda de Plenario nº 84.
2407139,Rejeitada a Emenda de Plenario nº 84.
2407303,Rejeitada a Emenda de Plenario nº 84.
2407383,Rejeitada a Emenda de Plenario nº 84.
2407435,Rejeitada a Emenda de Plenario nº 84.
2407438,Rejeitada a Emenda de Plenario nº 84.
2407439,Rejeitada a Emenda de Plenario nº 84.
2407440,Rejeitada a Emenda de Plenario nº 84.
2407443,Rejeitada a Emenda de Plenario nº 84.
2407447,Rejeitada a Emenda de Plenario nº 84.
2407449,Rejeitada a Emenda de Plenario nº 84.
2407452,Rejeitada a Emenda de Plenario nº 84.
2407454,Rejeitada a Emenda de Plenario nº 84.
2407485,Rejeitada a Emenda de Plenario nº 84.
2407486,Rejeitada a Emenda de Plenario nº 84.
2407488,Rejeitada a Emenda de Plenario nº 84.
2407489,Rejeitada a Emenda de Plenario nº 84.
2407490,Rejeitada a Emenda de Plenario nº 84.
2407491,Rejeitada a Emenda de Plenario nº 84.
2407495,Rejeitada a Emenda de Plenario nº 84.
2407496,Rejeitada a Emenda de Plenario nº 84.
2407499,Rejeitada a Emenda de Plenario nº 84.
2407505,Rejeitada a Emenda de Plenario nº 84.
2407510,Rejeitada a Emenda de Plenario nº 84.
2407511,Rejeitada a Emenda de Plenario nº 84.
2407512,Rejeitada a Emenda de Plenario nº 84.
2407513,Rejeitada a Emenda de Plenario nº 84.
2407514,Rejeitada a Emenda de Plenario nº 84.
2407516,Rejeitada a Emenda de Plenario nº 84.
2407518,Rejeitada a Emenda de Plenario nº 84.
2407519,Rejeitada a Emenda de Plenario nº 84.
2407522,Rejeitada a Emenda de Plenario nº 84.
2407528,Rejeitada a Emenda de Plenario nº 84.
2407531,Rejeitada a Emenda de Plenario nº 84.
2407534,Rejeitada a Emenda de Plenario nº 84.
2407535,Rejeitada a Emenda de Plenario nº 84.
2407536,Rejeitada a Emenda de Plenario nº 84.
2407537,Rejeitada a Emenda de Plenario nº 84.
2407539,Rejeitada a Emenda de Plenario nº 84.
2407540,Rejeitada a Emenda de Plenario nº 84.
2407541,Rejeitada a Emenda de Plenario nº 84.
2407544,Rejeitada a Emenda de Plenario nº 84.
2407546,Rejeitada a Emenda de Plenario nº 84.
2407548,Rejeitada a Emenda de Plenario nº 84.
2407549,Rejeitada a Emenda de Plenario nº 84.
2407550,Rejeitada a Emenda de Plenario nº 84.
2407553,Rejeitada a Emenda de Plenario nº 84.
2407566,Rejeitada a Emenda de Plenario nº 84.
2407568,Rejeitada a Emenda de Plenario nº 84.
2407570,Rejeitada a Emenda de Plenario nº 84.
2407579,Rejeitada a Emenda de Plenario nº 84.
2407580,Rejeitada a Emenda de Plenario nº 84.
2411879,Rejeitada a Emenda de Plenario nº 84.
2412514,Rejeitada a Emenda de Plenario nº 84.
2412712,Rejeitada a Emenda de Plenario nº 84.
2413269,Rejeitada a Emenda de Plenario nº 84.
2413272,Rejeitada a Emenda de Plenario nº 84.
2413273,Rejeitada a Emenda de Plenario nº 84.
2413277,Rejeitada a Emenda de Plenario nº 84.
2413280,Rejeitada a Emenda de Plenario nº 84.
2413282,Rejeitada a Emenda de Plenario nº 84.
2413316,Rejeitada a Emenda de Plenario nº 84.
2418312,Rejeitada a Emenda de Plenario nº 84.
2422194,Rejeitada a Emenda de Plenario nº 84.
2422405,Rejeitada a Emenda de Plenario nº 84.
2422492,Rejeitada a Emenda de Plenario nº 84.
2422494,Rejeitada a Emenda de Plenario nº 84.
2422508,Rejeitada a Emenda de Plenario nº 84.
2422511,Rejeitada a Emenda de Plenario nº 84.
2422514,Rejeitada a Emenda de Plenario nº 84.
2422521,Rejeitada a Emenda de Plenario nº 84.
2422534,Rejeitada a Emenda de Plenario nº 84.
2422546,Rejeitada a Emenda de Plenario nº 84.
2422550,Rejeitada a Emenda de Plenario nº 84.
2422553,Rejeitada a Emenda de Plenario nº 84.
2422555,Rejeitada a Emenda de Plenario nº 84.
2422556,Rejeitada a Emenda de Plenario nº 84.
2422559,Rejeitada a Emenda de Plenario nº 84.
2422563,Rejeitada a Emenda de Plenario nº 84.
2422564,Rejeitada a Emenda de Plenario nº 84.
2422569,Rejeitada a Emenda de Plenario nº 84.
2422571,Rejeitada a Emenda de Plenario nº 84.
2422575,Rejeitada a Emenda de Plenario nº 84.
2422576,Rejeitada a Emenda de Plenario nº 84.
2422588,Rejeitada a Emenda de Plenario nº 84.
2422589,Rejeitada a Emenda de Plenario nº 84.
2422597,Rejeitada a Emenda de Plenario nº 84.
2422598,Rejeitada a Emenda de Plenario nº 84.
2422599,Rejeitada a Emenda de Plenario nº 84.
2422600,Rejeitada a Emenda de Plenario nº 84.
2422601,Rejeitada a Emenda de Plenario nº 84.
2422602,Rejeitada a Emenda de Plenario nº 84.
2422608,Rejeitada a Emenda de Plenario nº 84.
2422611,Rejeitada a Emenda de Plenario nº 84.
2422613,Rejeitada a Emenda de Plenario nº 84.
2422617,Rejeitada a Emenda de Plenario nº 84.
2422622,Rejeitada a Emenda de Plenario nº 84.
2422631,Rejeitada a Emenda de Plenario nº 84.
2422633,Rejeitada a Emenda de Plenario nº 84.
2422634,Rejeitada a Emenda de Plenario nº 84.
2422635,Rejeitada a Emenda de Plenario nº 84.
2422636,Rejeitada a Emenda de Plenario nº 84.
2422637,Rejeitada a Emenda de Plenario nº 84.
2423104,Rejeitada a Emenda de Plenario nº 84.
2403429,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2403430,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2403431,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2404926,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405681,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405951,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405952,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405955,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405956,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405957,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405958,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405959,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2405960,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406268,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406622,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406623,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406624,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406625,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406626,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406868,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406869,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406893,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406921,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406922,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2406923,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407127,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407131,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407134,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407139,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407303,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407383,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407435,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407438,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407439,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407440,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407443,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407447,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407449,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407452,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407454,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407485,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407486,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407488,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407489,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407490,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407491,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407495,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407496,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407499,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407505,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407510,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407511,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407512,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407513,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407514,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407516,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407518,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407519,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407522,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407528,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407531,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407534,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407535,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407536,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407537,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407539,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407540,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407541,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407544,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407546,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407548,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407549,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407550,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407553,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407566,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407568,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407570,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407579,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2407580,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2411879,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2412514,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2412712,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413269,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413272,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413273,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413277,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413280,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413282,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2413316,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2418312,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422194,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422405,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422492,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422494,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422508,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422511,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422514,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422521,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422534,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422546,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422550,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422553,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422555,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422556,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422559,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422563,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422564,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422569,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422571,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422575,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422576,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422588,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422589,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422597,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422598,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422599,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422600,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422601,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422602,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422608,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422611,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422613,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422617,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422622,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422631,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422633,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422634,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422635,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422636,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2422637,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2423104,Rejeitada a Emenda de Plenário nº 40. Sim: 35; não: 375; total: 410.
2403429,Rejeitada a preferência.
2403430,Rejeitada a preferência.
2403431,Rejeitada a preferência.
2404926,Rejeitada a preferência.
2405681,Rejeitada a preferência.
2405951,Rejeitada a preferência.
2405952,Rejeitada a preferência.
2405955,Rejeitada a preferência.
2405956,Rejeitada a preferência.
2405957,Rejeitada a preferência.
2405958,Rejeitada a preferência.
2405959,Rejeitada a preferência.
2405960,Rejeitada a preferência.
2406268,Rejeitada a preferência.
2406622,Rejeitada a preferência.
2406623,Rejeitada a preferência.
2406624,Rejeitada a preferência.
2406625,Rejeitada a preferência.
2406626,Rejeitada a preferência.
2406868,Rejeitada a preferência.
2406869,Rejeitada a preferência.
2406893,Rejeitada a preferência.
2406921,Rejeitada a preferência.
2406922,Rejeitada a preferência.
2406923,Rejeitada a preferência.
2407127,Rejeitada a preferência.
2407131,Rejeitada a preferência.
2407134,Rejeitada a preferência.
2407139,Rejeitada a preferência.
2407303,Rejeitada a preferência.
2407383,Rejeitada a preferência.
2407435,Rejeitada a preferência.
2407438,Rejeitada a preferência.
2407439,Rejeitada a preferência.
2407440,Rejeitada a preferência.
2407443,Rejeitada a preferência.
2407447,Rejeitada a preferência.
2407449,Rejeitada a preferência.
2407452,Rejeitada a preferência.
2407454,Rejeitada a preferência.
2407485,Rejeitada a preferência.
2407486,Rejeitada a preferência.
2407488,Rejeitada a preferência.
2407489,Rejeitada a preferência.
2407490,Rejeitada a preferência.
2407491,Rejeitada a preferência.
2407495,Rejeitada a preferência.
2407496,Rejeitada a preferência.
2407499,Rejeitada a preferência.
2407505,Rejeitada a preferência.
2407510,Rejeitada a preferência.
2407511,Rejeitada a preferência.
2407512,Rejeitada a preferência.
2407513,Rejeitada a preferência.
2407514,Rejeitada a preferência.
2407516,Rejeitada a preferência.
2407518,Rejeitada a preferência.
2407519,Rejeitada a preferência.
2407522,Rejeitada a preferência.
2407528,Rejeitada a preferência.
2407531,Rejeitada a preferência.
2407534,Rejeitada a preferência.
2407535,Rejeitada a preferência.
2407536,Rejeitada a preferência.
2407537,Rejeitada a preferência.
2407539,Rejeitada a preferência.
2407540,Rejeitada a preferência.
2407541,Rejeitada a preferência.
2407544,Rejeitada a preferência.
2407546,Rejeitada a preferência.
2407548,Rejeitada a preferência.
2407549,Rejeitada a preferência.
2407550,Rejeitada a preferência.
2407553,Rejeitada a preferência.
2407566,Rejeitada a preferência.
2407568,Rejeitada a preferência.
2407570,Rejeitada a preferência.
2407579,Rejeitada a preferência.
2407580,Rejeitada a preferência.
2411879,Rejeitada a preferência.
2412514,Rejeitada a preferência.
2412712,Rejeitada a preferência.
2413269,Rejeitada a preferência.
2413272,Rejeitada a preferência.
2413273,Rejeitada a preferência.
2413277,Rejeitada a preferência.
2413280,Rejeitada a preferência.
2413282,Rejeitada a preferência.
2413316,Rejeitada a preferência.
2418312,Rejeitada a preferência.
2422194,Rejeitada a preferência.
2422405,Rejeitada a preferência.
2422492,Rejeitada a preferência.
2422494,Rejeitada a preferência.
2422508,Rejeitada a preferência.
2422511,Rejeitada a preferência.
2422514,Rejeitada a preferência.
2422521,Rejeitada a preferência.
2422534,Rejeitada a preferência.
2422546,Rejeitada a preferência.
2422550,Rejeitada a preferência.
2422553,Rejeitada a preferência.
2422555,Rejeitada a preferência.
2422556,Rejeitada a preferência.
2422559,Rejeitada a preferência.
2422563,Rejeitada a preferência.
2422564,Rejeitada a preferência.
2422569,Rejeitada a preferência.
2422571,Rejeitada a preferência.
2422575,Rejeitada a preferência.
2422576,Rejeitada a preferência.
2422588,Rejeitada a preferência.
2422589,Rejeitada a preferência.
2422597,Rejeitada a preferência.
2422598,Rejeitada a preferência.
2422599,Rejeitada a preferência.
2422600,Rejeitada a preferência.
2422601,Rejeitada a preferência.
2422602,Rejeitada a preferência.
2422608,Rejeitada a preferência.
2422611,Rejeitada a preferência.
2422613,Rejeitada a preferência.
2422617,Rejeitada a preferência.
2422622,Rejeitada a preferência.
2422631,Rejeitada a preferência.
2422633,Rejeitada a preferência.
2422634,Rejeitada a preferência.
2422635,Rejeitada a preferência.
2422636,Rejeitada a preferência.
2422637,Rejeitada a preferência.
2423104,Rejeitada a preferência.
2403429,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2403430,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2403431,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2404926,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405681,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405951,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405952,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405955,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405956,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405957,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405958,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405959,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2405960,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406268,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406622,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406623,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406624,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406625,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406626,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406868,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406869,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406893,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406921,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406922,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2406923,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407127,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407131,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407134,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407139,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407303,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407383,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407435,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407438,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407439,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
2407440,Aprovada a Redação Final assinada pelo relator Dep. Mendonça Filho (União-PE).
