proposicao_id,descricao
2334109,Aprovado o Parecer.
2334118,Aprovado o Parecer.
2334285,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”."
2334560,Aprovado o Parecer.
2334680,"Em razão do empate na votação nominal do requerimento de retirada de pauta, o Presidente desempatou a votação e decidiu pela rejeição do requerimento. Resultado:  19 votos ""Sim"", 19 votos ""Não"". Quórum de votação: 38 votos."
2334982,Aprovado o Parecer.
2335035,Aprovada a Redação Final.
2335041,Aprovado o Parecer.
2335059,Aprovado o Parecer.
2335059,Aprovada a Redação Final.
2335070,"Retirado o REQ n. 1618/2024, em razão do deferimento do Requerimento n. REQ 1652/2024, nos termos do artigo 104, caput, combinado com o artigo 114, VII, ambos do RICD."
2335101,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”."
2335178,Aprovado o Parecer.
2335217,Aprovado o Parecer.
2335229,Aprovado o Parecer.
2335344,Aprovado o Parecer.
2335523,Aprovado o Parecer.
2336230,Aprovado o Parecer.
2336503,Aprovado o Parecer com Complementação de Voto.
2336505,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  17 votos ""Sim"", 20 votos ""Não"". Quórum de votação: 37 votos."
2336505,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  18 votos ""Sim"", 21 votos ""Não"". Quórum de votação: 39 votos."
2336505,Aprovado o Parecer.
2336505,"Aprovado o Parecer com Complementação de Voto com o seguinte resultado:  22 votos ""Sim"", 17 votos ""Não"". Quórum de votação: 39 votos."
2339408,"Apresentação do VTS n. 1 CINDRE (Voto em Separado), pelo Deputado Saullo Vianna (UNIÃO/AM)."
2339408,Rejeitado o Parecer do Relator Deputado Paulo Guedes.
2339666,"Aprovado o Projeto de Decreto Legislativo nº 385, de 2022."
2339666,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ)."
2339885,Aprovado o Parecer.
2339885,Aprovada a Redação Final.
2340330,Aprovado o Parecer.
2340394,Aprovado o Parecer.
2340585,Aprovado o Parecer.
2340771,Aprovada a Redação Final.
2340825,Aprovado o Parecer.
2340854,Aprovado o Parecer.
2341737,Aprovado o Parecer.
2341829,Aprovado o Parecer.
2341830,Aprovado o Parecer.
2341832,Aprovado o Parecer.
2341833,Aprovado o Parecer.
2341836,Aprovado o Parecer.
2341837,Aprovado o Parecer.
2341838,Aprovado o Parecer.
2341839,Aprovado o Parecer.
2341842,Aprovado o Parecer.
2341847,Aprovado o Parecer.
2341848,Aprovado o Parecer.
2341851,Aprovado o Parecer.
2341853,Aprovado o Parecer.
2341855,Aprovado o Parecer.
2341856,Aprovado o Parecer.
2341857,Aprovado o Parecer.
2341859,Aprovado o Parecer.
2341860,Aprovado o Parecer.
2342195,Aprovado o Parecer.
2342202,Aprovado o Parecer.
2342203,Aprovado o Parecer.
2342208,Aprovado o Parecer.
2343182,"Aprovado o Parecer, com voto contrário do Deputado Chico Alencar."
2343253,Aprovado o Parecer.
2343253,Aprovada a Redação Final.
2343258,Aprovada a Redação Final.
2343270,Aprovado o Parecer.
2343270,Aprovada a Redação Final.
2343343,Aprovado o Parecer.
2343344,Aprovado o Parecer.
2343345,Aprovado o Parecer.
2343392,Aprovado o Parecer.
2343395,Aprovado o Parecer.
2343397,Aprovado o Parecer.
2343398,Aprovado o Parecer.
2343405,Aprovado o Parecer.
2343406,Aprovado o Parecer.
2343407,Aprovado o Parecer.
2343408,Aprovado o Parecer.
2343413,Aprovado o Parecer.
2343416,Aprovado o Parecer.
2343417,Aprovado o Parecer.
2343418,Aprovado o Parecer.
2343422,Aprovado o Parecer.
2343423,Aprovado o Parecer.
2343428,Aprovado o Parecer.
2343480,Aprovado o Parecer.
2343481,Aprovado o Parecer.
2343482,"Aprovado o Projeto de Decreto Legislativo nº 463, de 2022."
2343482,"Aprovada a Redação Final, assinada pelo Relator, Dep. Diego Coronel (PSD/BA)."
2343483,"Aprovado o Projeto de Decreto Legislativo nº 464, de 2022."
2343483,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD-RJ)."
2344855,Aprovado o Parecer.
2344856,Aprovado o Parecer.
2344857,Aprovado o Parecer.
2344862,Aprovado o Parecer.
2344863,Aprovado o Parecer.
2344865,Aprovado o Parecer.
2344866,Aprovado o Parecer.
2344869,Aprovado o Parecer.
2344870,Aprovado o Parecer.
2344871,Aprovado o Parecer.
2344872,Aprovado o Parecer.
2345116,Aprovado o Parecer.
2345118,Aprovado o Parecer.
2345119,Aprovado o Parecer.
2345121,Aprovado o Parecer.
2345122,Aprovado o Parecer.
2345125,Aprovado o Parecer.
2345126,Aprovado o Parecer.
2345130,Aprovado o Parecer.
2345131,Aprovado o Parecer.
2345303,Aprovado o Parecer.
2345321,Aprovado o Parecer.
2345410,Aprovado o Parecer.
2345412,Aprovado o Parecer.
2345416,Aprovado o Parecer.
2345419,Aprovado o Parecer.
2345420,Aprovado o Parecer.
2345423,Aprovado o Parecer.
2345427,Aprovado o Parecer.
2345428,Aprovado o Parecer.
2345431,Aprovado o Parecer.
2345432,Aprovado o Parecer.
2345433,Aprovado o Parecer.
2345434,Aprovado o Parecer.
2345436,Aprovado o Parecer.
2345470,Aprovado o Parecer.
2345471,Aprovado o Parecer.
2345473,Aprovado o Parecer.
2345474,Aprovado o Parecer.
2345475,Aprovado o Parecer.
2345477,Aprovado o Parecer.
2345478,Aprovado o Parecer.
2345479,Aprovado o Parecer.
2345680,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  12 votos ""Sim"", 30 votos ""Não"". Quórum de votação: 42 votos."
2345722,Aprovado o Parecer.
2346762,Aprovado o Parecer.
2346762,Aprovada a Redação Final.
2346769,Aprovado o Parecer.
2346896,Aprovado o Parecer.
2346958,Aprovado o Parecer.
2346958,Aprovado o Parecer.
2347027,"Apresentação do VTS n. 3 CTRAB (Voto em Separado), pelo Deputado Luiz Gastão (PSD/CE)."
2347214,Aprovado o Parecer.
2347291,Aprovado o Parecer.
2348321,Aprovado o Parecer.
2348321,Aprovada a Redação Final.
2348602,Aprovado o Parecer.
2348780,Aprovado o Parecer.
2348802,Aprovado o Parecer.
2348883,Aprovado o Parecer.
2348885,Aprovado o Parecer.
2348898,Aprovado o Parecer.
2349076,Aprovado o Parecer.
2349099,"Aprovado o Substitutivo ao Projeto de Lei nº 624, de 2023, adotado pelo relator da Comissão de Meio Ambiente e Desenvolvimento Sustentável, ressalvado o destaque."
2349099,Mantido o texto.
2349099,Aprovada a Redação Final assinada pelo relator Dep. Duarte Gonçalves Jr. (REPUBLIC-MG).
2349203,Aprovado o Parecer.
2349345,Aprovado o Parecer.
2349493,Rejeitado o Requerimento. Sim: 115; não: 305; total: 420.
2349493,Mantido o texto. Sim: 320; não: 113; total: 433.
2349493,Rejeitado o Destaque. Sim: 148; não: 292; total: 440.
2349493,"Aprovada a Redação Final assinada pelo relator, Dep. Pedro Lupion (PP-PR)."
2349493,"Aprovado o requerimento nº 3843/2023,do Sr. Zucco, que solicita urgência (art. 155) para o PL 895/2023."
2349493,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 895/2023, por ter sido aprovado o REQ 3843/2023 que está apensado ao primeiro."
2349493,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  17 votos ""Sim"", 42 votos ""Não"". Quórum de votação: 59 votos."
2349493,"Rejeitado o Requerimento de Adiamento de Votação, de autoria do Deputado Patrus Ananias. Resultado:  2 votos ""Sim"", 38 votos ""Não"". Quórum de votação: 40 votos e 12 Obstruções."
2349493,"Aprovado o Parecer com Complementação de Voto com o seguinte resultado:  38 votos ""Sim"", 8 votos ""Não"", 1 Abstenção. Quórum de votação: 47 votos e 3 Obstruções."
2349493,Rejeitado o Requerimento. Sim: 124; não: 327; abstenção: 1; total: 452.
2349493,Aprovado o Requerimento. Sim: 313; não: 120; total: 433.
2349493,Rejeitado o Requerimento. Sim: 112; não: 317; total: 429.
2349493,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 709, de 2023, adotada pelo relator da Comissão de Constituição e Justiça e de Cidadania, ressalvados os destaques. Sim: 336; não: 120; abstenção: 1; total: 457."
2349493,Mantido o texto. Sim: 322; não: 116; total: 438.
2349493,Mantido o texto. Sim: 320; não: 119; total: 439.
2349493,Mantido o texto. Sim: 315; não: 120; total: 435.
2349493,Mantido o texto. Sim: 313; não: 119; total: 432.
2349508,"Realizar o encaminhamento do PL-715/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349508,"Realizar o encaminhamento do PL-715/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349508,Aprovado o Parecer com Complementação de Voto.
2349508,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 715, de 2023, adotada pelo relator da Comissão de Trabalho."
2349508,"Aprovada a Redação Final assinada pelo relator, Dep. Odair Cunha (PT-MG)."
2349508,"Realizar o encaminhamento do PL-715/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349508,"Realizar o encaminhamento do PL-715/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349536,Aprovado o Parecer.
2349657,"Realizar o encaminhamento do PL-754/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349657,"Realizar o encaminhamento do PL-754/2023 à CCOM (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2349657,"Aprovado o Projeto de Lei nº 754, de 2023."
2349657,Aprovada a Redação Final assinada pela relatora Dep. Gisela Simona (União-MT).
2349830,Aprovado o Parecer.
2349848,Aprovado o Parecer.
2349849,Aprovado o Parecer.
2349916,Aprovado o Parecer.
2349961,Aprovado o Parecer.
2349962,Aprovado o Parecer.
2349969,Aprovado o Parecer.
2349971,Aprovado o Parecer.
2349979,Aprovado o Parecer.
2349980,Aprovado o Parecer.
2349984,Aprovado o Parecer.
2349985,Aprovado o Parecer.
2349988,Aprovado o Parecer.
2349990,Aprovado o Parecer.
2349991,Aprovado o Parecer.
2349992,Aprovado o Parecer.
2349993,Aprovado o Parecer.
2349994,Aprovado o Parecer.
2349995,Aprovado o Parecer.
2349996,Aprovado o Parecer.
2350031,Aprovado o Parecer.
2350034,Aprovado o Parecer.
2350035,Aprovado o Parecer.
2350036,Aprovado o Parecer.
2350042,Aprovado o Parecer.
2350045,Aprovado o Parecer.
2350046,Aprovado o Parecer.
2350049,Aprovado o Parecer.
2350051,Aprovado o Parecer.
2350052,Aprovado o Parecer.
2350054,Aprovado o Parecer.
2350055,Aprovado o Parecer.
2350107,Aprovado o Parecer.
2350246,Aprovado o Parecer.
2350247,Aprovado o Parecer.
2350249,Aprovado o Parecer.
2350250,Aprovado o Parecer.
2350251,Aprovado o Parecer.
2350253,Aprovado o Parecer.
2350306,Aprovado o Parecer.
2350308,Aprovado o Parecer.
2350312,Aprovado o Parecer.
2350314,Aprovado o Parecer.
2350321,Aprovado o Parecer.
2350335,Aprovado o Parecer.
2350339,Aprovado o Parecer.
2350347,Aprovado o Parecer.
2350349,Aprovado o Parecer.
2350352,Aprovado o Parecer.
2350353,Aprovado o Parecer.
2350385,Aprovado o Parecer.
2350386,Aprovado o Parecer.
2350387,Aprovado o Parecer.
2350509,Aprovado o Parecer.
2350534,Aprovado o Parecer.
2350592,Aprovado o Parecer.
2350673,Aprovado o Parecer.
2350675,Aprovado o Parecer.
2350676,Aprovado o Parecer.
2350677,Aprovado o Parecer.
2350707,Aprovado o Parecer.
2350709,Aprovado o Parecer.
2350730,Aprovado o Parecer.
2350914,"Apresentação do VTS n. 1 CTRAB (Voto em Separado), pelo Deputado Luiz Gastão (PSD/CE)."
2350914,"Aprovado o Parecer com Complementação de Voto, ressalvado o Destaque apresentado. Apresentou voto em separado o Deputado Luiz Gastão."
2350914,"Aprovado o Destaque, com os votos contrários dos Deputados Alfredinho, Túlio Gadelha, Leonardo Monteiro e Geovânia de Sá. Fica modificado o texto da Relatora Geovânia de Sá."
2350914,"Aprovado o Parecer Reformulado, com a supressão do texto destacado referente ao ""art. 57-B, inciso III, alínea ""b"""", constante no art. 2º do Substitutivo ao PLP 42/2023 e apensados, apresentado pela relatora."
2350921,"Rejeitado, em votaçao nominal, o Requerimento de Retirada de Pauta. Resultado:  2 votos ""Sim"", 12 votos ""Não"". Quórum de votação: 14 votos."
2350921,"Rejeitado o Requerimento de Votação Nominal da Retirada de Pauta Resultado:  1 voto ""Sim"", 12 votos ""Não"". Quórum de votação: 13 votos."
2350921,Aprovado o Parecer.
2351156,Aprovado o Parecer.
2351156,Aprovada a Redação Final.
2351167,Aprovado o Parecer.
2351168,Aprovado o Parecer.
2351222,Aprovado o Parecer com Complementação de Voto.
2351252,Aprovado o Parecer com Complementação de Voto.
2351506,"Aprovado o Parecer do Relator, Dep. Dr. Fernando Máximo."
2351672,Aprovado o Parecer.
2351677,Aprovado o Parecer.
2351723,Aprovada a Redação Final.
2351862,Aprovado o Parecer.
2351882,Aprovado o Parecer.
2351932,Aprovado o Parecer.
2351965,"Rejeitado, em votação nominal, o Requerimento de Votação Nominal da Retirada de Pauta. Resultado: 13 votos ""Não"". Quórum de votação: 13 votos."
2351965,Aprovado o Parecer com Complementação de Voto.
2351965,"Verificação de Votação do Requerimento para Votação Nominal da Retirada de Pauta, solicitada pelo Deputado Gilson Marques."
2351965,"Rejeitado, em votação simbólica, o Requerimento de Votação Nominal da Retirada de Pauta."
2351965,Rejeitado o Requerimento de Retirada de Pauta.
2352095,"Aprovado o Parecer, com os votos contrários do Deputado Pastor Henrique Vieira  e da Deputada Duda Salabert."
2352300,Aprovado o Parecer.
2352357,Aprovado o Parecer.
2352416,Aprovado o Parecer.
2352542,Aprovado o Parecer.
2353018,Aprovado o Parecer.
2353023,Aprovado o Parecer.
2353243,"Apresentação do VTS n. 1 CAPADR (Voto em Separado), pelo Deputado Marcon (PT/RS -Fdr PT-PCdoB-PV) e outros."
2353331,Aprovado o Parecer.
2353391,Aprovada a Redação Final.
2353396,"Aprovado o Parecer, com complementação de voto."
2353398,Aprovado o Parecer.
2353465,"Aprovado o Projeto de Decreto Legislativo nº 84, de 2023."
2353465,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ)."
2353500,Aprovado o Parecer.
2353510,Aprovado o Parecer.
2353763,Aprovado o Parecer.
2353932,Aprovado o Parecer. Apresentou voto em separado a Deputada Fernanda Melchionna.
2353932,"Aprovado o Parecer, com o voto contrário do Deputado Tadeu Veneri."
2353973,Aprovado o Parecer.
2354962,Aprovado o Parecer.
2355080,Aprovado o Parecer.
2355113,Aprovado o Parecer.
2355216,Aprovado o Parecer.
2355282,Aprovado o Parecer.
2355750,"Realizar o encaminhamento do PL-1799/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2355750,"Realizar o encaminhamento do PL-1799/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2355879,"Aprovado o Substitutivo ao Projeto de Lei nº 1.825, de 2023, adotado pelo relator da Comissão de Educação."
2355879,Aprovada a Redação Final assinada pelo relator Dep. Romero Rodrigues (PODE/PB).
2355879,"Realizar o encaminhamento do PL-1825/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2355879,"Realizar o encaminhamento do PL-1825/2023 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2355879,"Realizar o encaminhamento do PL-1825/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2355881,Aprovado o Parecer.
2355884,Aprovado o Parecer.
2355993,Aprovado o Parecer.
2356228,Aprovado o Parecer.
2356356,Aprovado o Parecer.
2356567,Aprovado o Parecer.
2356599,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  13 votos ""Sim"", 22 votos ""Não"". Quórum de votação: 35 votos."
2357026,Aprovado o Parecer.
2357046,Aprovado o Parecer.
2357106,Aprovado o Parecer.
2357320,Aprovado o Parecer.
2357396,Aprovado o Parecer.
2357505,Aprovado o Parecer.
2357620,Aprovado o Parecer.
2357620,Aprovado o Parecer.
2357630,"Aprovado requerimento n. 1884/2023 do Sr. Fábio Macedo e outros que requer urgência para o PL 10106/2018, do Senado Federal, que “altera a Lei nº 8.080, de 19 de setembro de 1990, para dispor sobre a obrigatoriedade de publicação na internet de listas de pacientes que serão submetidos a procedimentos cirúrgicos eletivos no âmbito do Sistema Único de Saúde (SUS), e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), para caracterizar o descumprimento dessa disposição como ato de improbidade administrativa”."
2357635,Aprovado o Parecer.
2357742,Aprovado o Parecer.
2358217,Aprovado o Parecer.
2358288,"Aprovado o requerimento nº 9/2024,do Sr. Helder Salomão que requer a realização de audiência pública para instruir o PL nº 2141/2023."
2358521,Aprovado o Parecer.
2358620,Aprovada a Redação Final.
2358632,Aprovado o Parecer.
2358793,"Realizar o encaminhamento do PL-2221/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2358793,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4115/2023.
2358793,"Aprovado o Substitutivo ao Projeto de Lei nº 2.221, de 2023, adotado pela relatora da Comissão de Saúde."
2358793,Aprovada a Redação Final assinada pela relatora Greyce Elias (Avante-MG).
2358904,Aprovado o Parecer.
2358933,Aprovado o Parecer.
2359201,Aprovado o Parecer.
2359366,"Realizar o encaminhamento do PL-2290/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2359366,"Realizar o encaminhamento do PL-2290/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2359645,Aprovado o Parecer.
2359667,Aprovado o Parecer.
2359670,Aprovado o Parecer.
2359786,Aprovado o Parecer.
2359820,Aprovado o Parecer.
2359903,Aprovada a Redação Final.
2359910,Aprovado o Parecer.
2359920,Aprovado o Parecer.
2359938,"Retirado o Requerimento de Adiamento de Votação, pelo autor, Deputado Chico Alencar."
2359938,"Prejudicados os Requerimentos de Adiamento de Votação e Votação Nominal do Adiamento de Votação, de autoria do Deputado Patrus Ananias, Vice-Líder da Federação PT-PCdoB-PV, em razão da ausência do autor."
2359938,"Prejudicado o Requerimento de Votação Nominal do Parecer, de autoria do Deputado Patrus Ananias, em razão da ausência do autor."
2359938,"Aprovado o Parecer, com voto contrário do Deputado Chico Alencar."
2359995,Aprovado o Parecer.
2360056,Aprovado o Parecer.
2360299,Aprovado o Parecer.
2360457,Aprovado o Parecer.
2360484,Aprovado o Parecer.
2360500,Aprovado o Parecer.
2360537,"Aprovado requerimento n. 15/2024 da Sra. Professora Luciene Cavalcante que requer que seja autorizada pela Comissão de Educação a realização de Seminários no Estado de São Paulo para debater o PL 2387/2023, que altera o art. 2º, §2º da Lei 11.738/2008, para incluir as professoras e os professores de Educação Infantil como integrantes da carreira do magistério."
2360576,Aprovado o Parecer.
2360748,"Realizar o encaminhamento do PL-2417/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2360748,"Realizar o encaminhamento do PL-2417/2023 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2360748,Aprovado o Parecer com Complementação de Voto.
2361200,Aprovada a Redação Final.
2361410,"Realizar o encaminhamento do PL-2459/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2361410,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2542/2023.
2361458,Aprovado o Parecer.
2361472,"Apresentação do VTS n. 1 CDHMIR (Voto em Separado), pelo Deputado Delegado Paulo Bilynskyj (PL/SP)."
2361484,Aprovado o Parecer.
2361548,Aprovado o Parecer.
2361567,Aprovado o Parecer.
2361839,Aprovado o Parecer.
2361879,"Apresentação do VTS n. 1 CSAUDE (Voto em Separado), pela Deputada Rosangela Moro (UNIÃO/SP)."
2361928,Aprovado o Parecer.
2361936,Aprovado o Parecer.
2362096,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  22 votos ""Sim"", 36 votos ""Não"", 1 Abstenção. Quórum de votação: 59 votos e 1 Obstrução."
2362096,"Apresentação do VTS n. 1 CCJC (Voto em Separado), pelo Deputado Patrus Ananias (PT/MG -Fdr PT-PCdoB-PV)."
2362096,"Rejeitado o Requerimento de Retirada de Pauta. Resultado:  9 votos ""Sim"", 31 votos ""Não"", 1 Abstenção. Quórum de votação: 41 votos e 15 Obstruções."
2362096,"Aprovado o Requerimento de Encerramento de Discussão. Encerrada a discussão.  Resultado:  32 votos ""Sim"", 15 votos ""Não"", 1 Abstenção. Quórum de votação: 48 votos e 3 Obstruções."
2362096,"Aprovado o Parecer com o seguinte resultado:  34 votos ""Sim"", 30 votos ""Não"". Quórum de votação: 64 votos, apresentou voto em separado o Deputado Patrus Ananias."
2362296,Aprovado o Parecer.
2362323,Aprovado o Parecer.
2362399,"Apresentação do VTS n. 1 CAPADR (Voto em Separado), pelo Deputado Marcon (PT/RS -Fdr PT-PCdoB-PV) e outros."
2362399,Aprovado o Parecer.
2362511,Aprovado o Parecer.
2362595,Aprovada a Redação Final.
2362684,Aprovado o Parecer.
2362753,Aprovado o Parecer.
2362804,Aprovado o Parecer.
2363300,Aprovado o Parecer.
2363312,Aprovado o Parecer.
2363365,Aprovado o Parecer.
2363368,Aprovado o Parecer do Relator Ossesio Silva (Republicanos-PE).
2363369,Aprovado o Parecer.
2364112,Rejeitado o Requerimento de Votação Nominal do Requerimento de retirada.
2364112,Rejeitado o Requerimento de Retirada de Pauta.
2364441,Aprovado o Parecer.
2364840,Aprovado o Parecer.
2365125,Aprovado o Parecer.
2365188,Aprovado o Parecer.
2365294,Aprovado o Parecer com Complementação de Voto.
2366080,Rejeitado os Requerimentos de Retirada de Pauta de autoria dos deputados Alencar Santana e Gilson Marques.
2366080,"Rejeitado, em votação simbólica, o Requerimento de Votação Nominal da Retirada de Pauta. Pedido de verificação."
2366518,Aprovado o Parecer.
2366564,"Rejeitado o Requerimento de Votação Nominal do Requerimento de retirada de pauta Resultado:  1 voto ""Sim"", 12 votos ""Não"". Quórum de votação: 13 votos."
2366564,Rejeitado o Requerimento de Retirada de Pauta em votação simbólica
2366564,"Aprovado o Parecer, contra o voto do Deputado Gilson Marques"
2366640,Aprovado o Parecer.
2173222,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 442; não: 2; total: 444.
2367548,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 442; não: 2; total: 444.
2367579,Aprovado o Parecer.
2367723,Aprovado o Parecer.
2368431,Aprovado o Parecer.
2368494,Aprovado o Parecer.
2368518,Aprovado o Parecer com Complementação de Voto.
2368666,Aprovado o Parecer.
2368755,Aprovado o Parecer.
2368757,Aprovado o Parecer.
2368763,Aprovado o Parecer.
2368763,Aprovado o Parecer.
2369136,Aprovado o Parecer.
2369137,Aprovado o Parecer.
2369369,"Aprovado o Projeto de Decreto Legislativo nº 167, de 2023."
2369369,"Aprovada a Redação Final, assinada pelo Relator, Dep. Flávio Nogueira (PT-PI)."
2369409,Aprovado o Parecer.
2369409,Aprovada a Redação Final.
2369519,Aprovado o Parecer.
2369906,"Aprovado o Substitutivo ao Projeto de Lei nº 3.115, de 2023, adotado pelo relator da Comissão de Defesa do Consumidor."
2369906,"Aprovada a Redação Final assinada pelo Relator, Dep. Luiz Gastão (PSD-CE)."
2369957,Aprovado o Parecer com Complementação de Voto.
2369957,"Realizar o encaminhamento do PL-3124/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2369957,"Realizar o encaminhamento do PL-3124/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2369957,"Realizar o encaminhamento do PL-3124/2023 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2370495,Aprovado o Parecer.
2370642,Aprovada a Redação Final.
2370826,Aprovado o Parecer.
2371021,Rejeitado o Requerimento de Retirada de Pauta.
2371110,Aprovado o Parecer.
2371786,Aprovado o Parecer.
2372087,Aprovado o Parecer.
2372121,"Aprovado o Parecer, contra os votos dos deputados Arnaldo Jardim e Danilo Forte."
2372137,Aprovado o Parecer.
2372330,Aprovado o Parecer.
2372596,Aprovado o Parecer.
2372828,Aprovado o Parecer.
2372861,"Realizar o encaminhamento do PRC-92/2023 à MESA (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2372861,"Realizar o encaminhamento do PRC-92/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
565397,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2372897,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2372985,Aprovado o Parecer.
2373040,Aprovado o Parecer.
2373883,Aprovado o Parecer.
2374031,Aprovado o Parecer.
2374069,Aprovado o Parecer.
2374321,Aprovado o Parecer.
2374326,Aprovada a Redação Final.
2374350,"Aprovado o Substitutivo ao Projeto de Lei nº 3.613, de 2023, adotado pelo relator da Comissão de Constituição e Justiça e de Cidadania."
2374350,"Aprovada a Redação Final assinada pelo Relator, Dep. Jorge Goetten (PL-SC)."
2374540,"Apresentação do VTS n. 1 CCJC (Voto em Separado), pela Deputada Laura Carneiro (PSD/RJ)."
2374615,Aprovado o Parecer com Complementação de Voto.
2374621,Aprovado o Parecer.
2374664,Aprovado o Parecer.
2374665,Aprovado o Parecer.
2374677,Aprovado o Parecer.
2374949,Aprovado o Parecer.
2374951,Aprovado o Parecer.
2374956,Aprovado o Parecer.
2375002,"Realizar o encaminhamento do PL-3680/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência."
2375003,Aprovado o Parecer.
2375086,Aprovado o Parecer com o voto contrário do deputado Valmir Assunção.
2375235,Aprovado o Parecer.
2375345,Aprovado o Parecer.
2375601,Aprovado o Parecer.
2375718,Aprovado o Parecer.
2374350,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD)."
2375968,Aprovado o Parecer.
2376024,Aprovado o Parecer.
2376032,Aprovado o Parecer.
2376035,Aprovado o Parecer.
2376039,"Apresentação do VTS n. 1 CAPADR (Voto em Separado), pelo Deputado Marcon (PT/RS -Fdr PT-PCdoB-PV) e outros."
2376039,Aprovado o Parecer com o voto contrário do deputado Welter.
2376039,"Aprovado o requerimento de inversão de pauta, do deputado Vicentinho Júnior."
2376128,Aprovado o Parecer.
2376429,Aprovado o Parecer.
2376508,Aprovada a Redação Final.
2376518,Aprovada a Redação Final.
2376520,Aprovado o Parecer.
2376520,Aprovada a Redação Final.
2376529,Aprovada a Redação Final.
2376532,Aprovado o Parecer.
2376532,Aprovada a Redação Final.
2376536,Aprovado o Parecer.
2376536,Aprovada a Redação Final.
2376539,Aprovado o Parecer.
2376539,Aprovada a Redação Final.
2376542,Aprovada a Redação Final.
2376569,Aprovada a Redação Final.
2376579,Aprovada a Redação Final.
2377028,Aprovado o Parecer.
2377125,Aprovado o Parecer.
2377146,Aprovado o Parecer.
2377177,Aprovado o Parecer.
